iter	Logloss
131	0.3390045737
132	0.3382107813
133	0.3372323387
134	0.3365609432
135	0.3349932678
136	0.334112888
137	0.3326351439
138	0.3320196853
139	0.331285953
140	0.3304746421
141	0.3296996419
142	0.3292158818
143	0.3278593977
144	0.3272648837
145	0.3266974559
146	0.3255803493
147	0.3247338981
148	0.3241298453
149	0.3231895419
150	0.3216933331
151	0.321090933
152	0.3203941289
153	0.3197221674
154	0.3186630226
155	0.3180068151
156	0.3171689435
157	0.3164293306
158	0.3155117875
159	0.3147673835
160	0.3141938435
161	0.313402442
162	0.3127026839
163	0.3121440571
164	0.3116566205
165	0.3111440929
166	0.310472008
167	0.3096459305
168	0.3091126594
169	0.3080151993
170	0.3074257634
171	0.3066654805
172	0.3060509726
173	0.3054896908
174	0.3048244731
175	0.304236942
176	0.3036831928
177	0.3028180374
178	0.3023054939
179	0.3011668672
180	0.3006331739
181	0.3000649791
182	0.2991354186
183	0.2986258639
184	0.2982070909
185	0.2977235096
186	0.2970207374
187	0.296370294
188	0.2955489936
189	0.294622592
190	0.2939194423
191	0.2934984614
192	0.2928598368
193	0.292315331
194	0.2918182636
195	0.2912213182
196	0.2906907624
197	0.2902402928
198	0.2897964783
199	0.289033274
200	0.2888166351
201	0.2882584126
202	0.2878576332
203	0.2873301314
204	0.2867193055
205	0.2863449813
206	0.2858236319
207	0.2851428923
208	0.2846580438
209	0.2840501511
210	0.2836404936
211	0.2830518516
212	0.2827005219
213	0.2823019299
214	0.2816235423
215	0.2811452534
216	0.2808474723
217	0.2802755797
218	0.2796923577
219	0.2791289149
220	0.2787147374
221	0.2781204544
222	0.277744804
223	0.2773256632
224	0.2768557078
225	0.2763966966
226	0.2760575248
227	0.2756651296
228	0.2752815323
229	0.2748727135
230	0.2745441012
231	0.2741367159
232	0.2737916877
233	0.2733573073
234	0.2729567335
235	0.2726240823
236	0.272386123
237	0.2720101278
238	0.2714007484
239	0.2706694134
240	0.2701389349
241	0.2697770805
242	0.2692682696
243	0.2689220379
244	0.268508398
245	0.2679944125
246	0.2675238248
247	0.2672188659
248	0.2667961054
249	0.2662874933
250	0.2659257895
251	0.2655232645
252	0.2651477508
253	0.2647874233
254	0.2644158822
255	0.2638894879
256	0.2636029271
257	0.263178863
258	0.2625983662
259	0.2622253398
260	0.2619071379
261	0.2615203285
262	0.2611786502
263	0.2605526471
264	0.2601269344
265	0.2598278399
266	0.2594322463
267	0.2590294814
268	0.2584537412
269	0.2581969855
270	0.257765494
271	0.2573780363
272	0.2568285885
273	0.2564346097
274	0.256089986
275	0.2558823718
276	0.2554119107
277	0.2547597573
278	0.2544584591
279	0.2540591316
280	0.2536380732
281	0.2531644992
282	0.2526317664
283	0.2523003877
284	0.2517294733
285	0.2514275497
286	0.2511880404
287	0.2508982949
288	0.2503825712
289	0.2501341247
290	0.2498340981
291	0.2494343617
292	0.249095512
293	0.2488228501
294	0.2485092643
295	0.2480757812
296	0.2477094371
297	0.2473667124
298	0.2471084715
299	0.2468508722
300	0.2464520531
301	0.2461732119
302	0.2458732693
303	0.245582837
304	0.2452734529
305	0.2449862105
306	0.2445595356
307	0.2441756935
308	0.2439371707
309	0.2432840363
310	0.2428251471
311	0.2424738492
312	0.242139046
313	0.2418085981
314	0.241525031
315	0.241277898
316	0.2410719961
317	0.2408148115
318	0.2405611694
319	0.2403171467
320	0.240063636
321	0.2396701379
322	0.2394249565
323	0.2391742805
324	0.2389812695
325	0.2385451142
326	0.2383952896
327	0.2380172876
328	0.237620631
329	0.2372238525
330	0.2368827563
331	0.2365147195
332	0.236008745
333	0.2357879534
334	0.2354286739
335	0.2351368234
336	0.2349178997
337	0.2345851677
338	0.2342020987
339	0.2339094935
340	0.2335381819
341	0.2333119494
342	0.2329886794
343	0.232676254
344	0.2323187937
345	0.2320572459
346	0.2318256523
347	0.2315285093
348	0.2312764752
349	0.2310340994
350	0.2306679936
351	0.2304089561
352	0.2300500483
353	0.2297389447
354	0.2294979462
355	0.229152611
356	0.2288364155
357	0.2286605921
358	0.2284160174
359	0.2279770066
360	0.2277072031
361	0.2274831599
362	0.2272149822
363	0.2269418457
364	0.2266703659
365	0.2264831799
366	0.226257195
367	0.2258472376
368	0.2255749373
369	0.2253366454
370	0.2250521565
371	0.2247211247
372	0.2244346283
373	0.2241854295
374	0.2237699912
375	0.2234529014
376	0.2230724863
377	0.222711273
378	0.2224705464
379	0.222192804
380	0.2220099135
381	0.2217712082
382	0.2214281789
383	0.2211897121
384	0.2208874811
385	0.2204485999
386	0.220234562
387	0.2199848157
388	0.2197972828
389	0.2195977039
390	0.2193416002
391	0.2190999623
392	0.2189358857
393	0.2186399608
394	0.2182276046
395	0.2179352808
396	0.21770577
397	0.2174143219
398	0.2171648491
399	0.216981642
400	0.2167165213
401	0.2164951918
402	0.2162046959
403	0.2159909057
404	0.2156054602
405	0.2153323743
406	0.2151256293
407	0.2148855481
408	0.2146244168
409	0.214374012
410	0.2141608234
411	0.2140486961
412	0.2138972952
413	0.2136469452
414	0.2133747926
415	0.2131917871
416	0.2130428827
417	0.2128560176
418	0.2126522297
419	0.212502283
420	0.2122093508
421	0.2119456597
422	0.2116141854
423	0.2113557723
424	0.2110848173
425	0.2108461984
426	0.2106540989
427	0.2104535224
428	0.2101308768
429	0.2098327023
430	0.2096137207
431	0.2092997761
432	0.2090678862
433	0.2089252737
434	0.2087066322
435	0.2083949332
436	0.2082106886
437	0.2080740891
438	0.2078506803
439	0.2075631462
440	0.2073613328
441	0.2071198068
442	0.2067953761
443	0.2064872352
444	0.2063773056
445	0.206243357
446	0.2059387801
447	0.2056586909
448	0.2054126888
449	0.2051456433
450	0.2048804479
451	0.2045616149
452	0.2043194839
453	0.2041134848
454	0.2039539035
455	0.2036672767
456	0.2034834119
457	0.2032647493
458	0.2029713576
459	0.2028025612
460	0.2025759543
461	0.2023093246
462	0.2021438551
463	0.2019165454
464	0.2017032384
465	0.2015242587
466	0.2011921289
467	0.2010829271
468	0.2008586003
469	0.2006059847
470	0.2004077007
471	0.2001567997
472	0.1998508265
473	0.1997127138
474	0.1995245816
475	0.1993333731
476	0.1991906245
477	0.1989478424
478	0.1987706835
479	0.1986378475
480	0.1984574522
481	0.1983269647
482	0.1980500471
483	0.1978814417
484	0.1976724544
485	0.1974935915
486	0.1972545064
487	0.1970794369
488	0.1967386838
489	0.196564015
490	0.1962589095
491	0.1960617118
492	0.1958987149
493	0.1956993867
494	0.1954936029
495	0.1952953376
496	0.1951881901
497	0.1950507012
498	0.1947956047
499	0.1946006382
500	0.1944764672
501	0.1942108199
502	0.1940824311
503	0.1938672539
504	0.1937053637
505	0.193490138
506	0.1932566186
507	0.1930740791
508	0.192867712
509	0.1927252976
510	0.192572898
511	0.1924115318
512	0.1922727652
513	0.1921494911
514	0.1918643475
515	0.1916343058
516	0.1913658813
517	0.1911853047
518	0.1910089427
519	0.1907276016
520	0.1905414815
521	0.1903419315
522	0.1900761145
523	0.1899125297
524	0.1896609631
525	0.1894134861
526	0.1890969972
527	0.1888945452
528	0.1887144462
529	0.1884536874
530	0.1881848719
531	0.187920412
532	0.1876575159
533	0.1875676397
534	0.1872336693
535	0.1869794497
536	0.1868110952
537	0.1865871681
538	0.1863843664
539	0.1861521084
540	0.1860065496
541	0.1857161322
542	0.1854825398
543	0.1853878754
544	0.1851996655
545	0.1850733394
546	0.1848887858
547	0.1846755055
548	0.1844351545
549	0.1842844464
550	0.1841137349
551	0.1839475521
552	0.1836794752
553	0.1835130891
554	0.1832389466
555	0.1829187661
556	0.1827374314
557	0.1825909379
558	0.182313447
559	0.1820961756
560	0.181919983
561	0.1817204121
562	0.1814366752
563	0.1812947294
564	0.1811778595
565	0.1809447484
566	0.1807265001
567	0.1805395944
568	0.1803866834
569	0.1802949829
570	0.1801329507
571	0.1799670527
572	0.1798401183
573	0.1796222221
574	0.1794271775
575	0.1791435191
576	0.1789706034
577	0.1787943123
578	0.1786215625
579	0.1784692685
580	0.1782913377
581	0.1781414987
582	0.1779956528
583	0.177814439
584	0.1776468071
585	0.1774172675
586	0.1772520417
587	0.1771187338
588	0.1770549151
589	0.1768122657
590	0.1766355242
591	0.1765158229
592	0.1764173008
593	0.1762663448
594	0.1760872864
595	0.1759262778
596	0.1757737642
597	0.1756006753
598	0.1754568098
599	0.17529593
600	0.1751465646
601	0.1750214332
602	0.1748654361
603	0.1745964103
604	0.1743918853
605	0.1742475033
606	0.1740482659
607	0.1738756374
608	0.1737715904
609	0.1736348667
610	0.1733726189
611	0.1731012887
612	0.172794561
613	0.1725324396
614	0.1723537308
615	0.1721417786
616	0.1719760448
617	0.1718159066
618	0.1716415872
619	0.1714377275
620	0.1710634786
621	0.1709535755
622	0.1707769794
623	0.1705922197
624	0.1703809872
625	0.1702773227
626	0.1699815333
627	0.1698351207
628	0.1696858277
629	0.1695307197
630	0.1693651045
631	0.1692301524
632	0.1689962096
633	0.1688951178
634	0.1687038073
635	0.1685810725
636	0.1684138301
637	0.1681640791
638	0.1680105857
639	0.1677551275
640	0.1676113749
641	0.167292564
642	0.1671479694
643	0.166966227
644	0.1667689567
645	0.1666772458
646	0.1665177273
647	0.1664254635
648	0.1662398142
649	0.1660945675
650	0.1657995213
651	0.1656497822
652	0.1655492966
653	0.1653772354
654	0.1650828496
655	0.1648039269
656	0.1645530562
657	0.1643877509
658	0.1641904399
659	0.1640926236
660	0.163969734
661	0.1637378325
662	0.163511814
663	0.1634094937
664	0.1632916161
665	0.1631428651
666	0.1629309227
667	0.162880769
668	0.1626556712
669	0.1625152409
670	0.1624306142
671	0.1621991419
672	0.1619296615
673	0.1618025131
674	0.1615081777
675	0.1612512881
676	0.1611460734
677	0.160892533
678	0.1606663554
679	0.1605598287
680	0.160374848
681	0.1602509661
682	0.160083914
683	0.1598906577
684	0.1596888367
685	0.1595022648
686	0.1593353253
687	0.159295073
688	0.1591384216
689	0.1589095486
690	0.1587334488
691	0.1586697294
692	0.1584426318
693	0.1582374496
694	0.1580683296
695	0.1578934434
696	0.1577458941
697	0.1576716219
698	0.1575181703
699	0.1573824854
700	0.1572505129
701	0.1570973853
702	0.1570641005
703	0.1570012217
704	0.1568959342
705	0.1566715593
706	0.1563298016
707	0.1562830766
708	0.1560609341
709	0.1559439601
710	0.1557949401
711	0.1555796397
712	0.1554145008
713	0.1552815284
714	0.1550979921
715	0.1550071248
716	0.1548881652
717	0.1545712647
718	0.1544596607
719	0.1544016092
720	0.1542137116
721	0.1541276508
722	0.1540461891
723	0.1539867205
724	0.1538067163
725	0.1537423095
726	0.1535867399
727	0.1533284565
728	0.1532889242
729	0.1531596179
730	0.1530835163
731	0.1529413927
732	0.1528605841
733	0.1527414274
734	0.1526211428
735	0.1525378939
736	0.1524144643
737	0.1523838792
738	0.1521356735
739	0.151870733
740	0.1517811431
741	0.1516980426
742	0.1515922053
743	0.151458415
744	0.1513001683
745	0.1511474247
746	0.1509873998
747	0.1508647179
748	0.1508104879
749	0.1506425979
750	0.1504809858
751	0.150383841
752	0.1501688991
753	0.1500172195
754	0.1498459052
755	0.1496228527
756	0.1495961083
757	0.1495355057
758	0.1493395904
759	0.1491566939
760	0.1490929727
761	0.148811121
762	0.1486358382
763	0.1484674761
764	0.1483185964
765	0.1482124172
766	0.1480239162
767	0.1478688342
768	0.1477436914
769	0.1476116515
770	0.1474987073
771	0.1472555861
772	0.1471184077
773	0.1470521086
774	0.1468747535
775	0.1468143401
776	0.1467111052
777	0.146645887
778	0.1464385998
779	0.1462368871
780	0.1460665559
781	0.1460393663
782	0.1459017001
783	0.1457680418
784	0.1456044669
785	0.1454845743
786	0.1454529654
787	0.1453762609
788	0.1451655756
789	0.1450260865
790	0.1448778328
791	0.1447416061
792	0.1445580438
793	0.144525374
794	0.144260548
795	0.1441101213
796	0.1440114663
797	0.1438917385
798	0.1438480039
799	0.1436618766
800	0.1435434341
801	0.1434308332
802	0.1433487589
803	0.1430619488
804	0.1429930164
805	0.1428722458
806	0.1426644036
807	0.1426016863
808	0.1425012284
809	0.1423865293
810	0.1423509087
811	0.142231484
812	0.1421785732
813	0.1420477959
814	0.1419466968
815	0.141835521
816	0.1417234333
817	0.1415704247
818	0.1414795785
819	0.1413226546
820	0.1412032024
821	0.1409932417
822	0.1407951131
823	0.1406638338
824	0.1405073771
825	0.1403906767
826	0.1402096223
827	0.1400486029
828	0.1399531644
829	0.1397771591
830	0.1396458299
831	0.1395402244
832	0.139415964
833	0.1393344999
834	0.1391925782
835	0.1390271213
836	0.1388709092
837	0.138745839
838	0.1385605944
839	0.1384075524
840	0.1383138682
841	0.1381115487
842	0.1378909371
843	0.1378215297
844	0.1377201658
845	0.1376410167
846	0.1376009749
847	0.137406615
848	0.1372982806
849	0.1372547816
850	0.137065914
851	0.1370438421
852	0.136970132
853	0.136864261
854	0.1367906513
855	0.1366488595
856	0.136453168
857	0.1363489219
858	0.1361365632
859	0.1360350474
860	0.1359792331
861	0.1359044401
862	0.1357967048
863	0.1356152406
864	0.1355665033
865	0.1353179517
866	0.1352818145
867	0.1351068294
868	0.1349906453
869	0.1348434093
870	0.1347294917
871	0.1346304042
872	0.1344372903
873	0.1343804799
874	0.1343684998
875	0.1342209359
876	0.1340341848
877	0.1337923002
878	0.1336789141
879	0.1336002781
880	0.1335789259
881	0.1334202645
882	0.1332495867
883	0.1330675647
884	0.132860465
885	0.1328060995
886	0.1326330917
887	0.1325492527
888	0.1324599437
889	0.1323607728
890	0.1321841481
891	0.1319592282
892	0.1317712573
893	0.1316247655
894	0.1314839224
895	0.1313240494
896	0.1311565376
897	0.1310427817
898	0.1308829879
899	0.1307196464
900	0.1305858285
901	0.1304579564
902	0.1302918558
903	0.1302089653
904	0.130141349
905	0.1299928404
906	0.1298981852
907	0.1297894214
908	0.1297003141
909	0.1295519454
910	0.129468712
911	0.1293735026
912	0.1292431252
913	0.1290331943
914	0.1289639578
915	0.1287926892
916	0.1286363115
917	0.1285605108
918	0.1283963264
919	0.1282834103
920	0.1281533832
921	0.1280481471
922	0.1279427336
923	0.1278368589
924	0.1277121769
925	0.127669631
926	0.1275621527
927	0.1275203147
928	0.127447088
929	0.1273311098
930	0.1272198617
931	0.1271547408
932	0.1271006101
933	0.1270602622
934	0.1268785574
935	0.1267285402
936	0.1266654635
937	0.1265083743
938	0.1263721173
939	0.12620925
940	0.1260902624
941	0.1258880807
942	0.1257873895
943	0.1255756753
944	0.1254678697
945	0.1253395767
946	0.1252226223
947	0.1251164484
948	0.1249857787
949	0.1248944928
950	0.1247931944
951	0.1246548191
952	0.1244573551
953	0.1243515308
954	0.1242812457
955	0.1242336897
956	0.1240733033
957	0.1239423593
958	0.1237402827
959	0.1235405966
960	0.1234641361
961	0.1233394307
962	0.1232027472
963	0.1230807971
964	0.1230203345
965	0.1229344638
966	0.1228738478
967	0.1228200566
968	0.1227689267
969	0.1227253194
970	0.1226405137
971	0.1225432559
972	0.1224314268
973	0.1222780517
974	0.1221973544
975	0.1220096301
976	0.1218608812
977	0.1217079571
978	0.1216418116
979	0.1214376512
980	0.1213865039
981	0.1213196717
982	0.1212367763
983	0.1211106048
984	0.1210009178
985	0.1209213728
986	0.120761531
987	0.1206360055
988	0.120593181
989	0.1205492954
990	0.120410341
991	0.1203700042
992	0.1202928374
993	0.1202145075
994	0.1200766503
995	0.1198655765
996	0.1198457274
997	0.1197051967
998	0.1195897805
999	0.1194559471
